"bpid","chnname","korname","family_clan","birth","death","plastic"
"G002+AKS-KHF_13C815C775C870B1724X0","鄭益祚","정익조","해주(海州)",1724,,"silver"
"G002+AKS-KHF_13AE40B9F9AC15U9999X0","金孟鋼","김맹강","안산(安山)",,,"silver"
"G002+AKS-KHF_13BD09C0ACC885U9999X0","奉嗣宗","봉사종","하음(河陰)",,,"silver"
"G002+AKS-KHF_13C774C790AC74B1455X0","李自健","이자건","성주(星州)",1455,1524,"silver"
"G002+AKS-KHF_12C720ACBDFFFFU9999X2","柳坰","유경","문화(文化)",,,"silver"
"G002+AKS-KHF_13C774C790ACACB1454X0","李自堅","이자견","성주(星州)",1454,1529,"silver"
"G002+AKS-KHF_13BBFCC218ACB8D1494X0","閔壽謙","민수겸","여흥(驪興)",,1494,"silver"
"G002+AKS-KHF_13C724D589C9C1B1760X0","尹行直","윤행직","파평(坡平)",1760,,"silver"
"G002+AKS-KHF_13C11CC0B0BCF4U9999X0","徐山甫","서산보","이천(利川)",,,"silver"
"G002+AKS-KHF_12C11CD6C4FFFFU9999X0","徐厚","서후","대구(大丘)",,,"silver"
"G002+AKS-KHF_13BC15C99DC601B1464X0","朴增榮","박증영","밀양(密陽)",1464,1492,"silver"
"G002+AKS-KHF_13C7A5CDA9BCF4U9999X0","張忠輔","장충보","덕수(德水)",,,"silver"
"G002+AKS-KHF_12C1A1ACC4FFFFU9999X0","宋誡","송계","진천(鎭川)",,,"silver"
"G002+AKS-KHF_13C774C138AC78B1463X0","李世傑","이세걸","광주(廣州)",1463,1504,"silver"
"G002+AKS-KHF_13AC15C219B3CCB1448X0","姜叔突","강숙돌","금천(衿川)",1448,1515,"silver"
"G002+AKS-KHF_13AE40D6A8AC04U9999X0","金孝侃","김효간","강릉(江陵)",,,"silver"
"G002+AKS-KHF_12C720C18DFFFFU9999X0","柳續","유속","진주(晉州[土])",,,"silver"
"G002+AKS-KHF_13AD8CC138D615U9999X0","權世衡","권세형","안동(安東)",,,"silver"
"G002+AKS-KHF_13BCC0AC15C9C0U9999X0","卞綱之","변강지","초계(草溪)",,,"silver"
"G002+AKS-KHF_13C774D6A8B3C8U9999X0","李孝敦","이효돈","용인(龍仁)",,,"silver"
"G002+AKS-KHF_13C774C724D0C1B1462X0","李允濯","이윤탁","성주(星州)",1462,1501,"silver"
"G002+AKS-KHF_13C774C138C751B1473X0","李世應","이세응","함안(咸安)",1473,1528,"silver"
"G002+AKS-KHF_12C774D56DFFFFB1474X0","李沆","이항","성산(星山)",1474,1533,"silver"
"G002+AKS-KHF_13C131C720C5F4B1698X0","成有烈","성유열","창녕(昌寧)",1698,,"silver"
"G002+AKS-KHF_12C720BCF4FFFFD1544X0","柳溥","유부","진주(晉州[移])",,1544,"silver"
"G002+AKS-KHF_13C774C218C815B1477X0","李守貞","이수정","광주(廣州)",1477,1504,"silver"
"G002+AKS-KHF_12C724D0C1FFFFB1472X0","尹倬","윤탁","파평(坡平)",1472,1534,"silver"
"G002+AKS-KHF_12AE40AD49FFFFB1470X0","金硡","김굉","광산(光山)",1470,1526,"silver"
"G002+AKS-KHF_12C2ECC758FFFFB1475X0","沈義","심의","풍산(豊山)",1475,,"silver"
"G002+AKS-KHF_12C774C790FFFFB1480X0","李耔","이자","한산(韓山)",1480,1533,"silver"
"G002+AKS-KHF_13C774C7ACAC74B1868X0","李載乾","이재건","전주(全州)",1868,,"silver"
"G002+AKS-KHF_13C720C758AC80U9999X0","兪義儉","유의검","탐진(耽津)",,,"silver"
"G002+AKS-KHF_13C724C778ACBDB1476X0","尹仁鏡","윤인경","파평(坡平)",1476,1548,"silver"
"G002+AKS-KHF_13C815C18CC885U9999X0","鄭紹宗","정소종","하동(河東)",,,"silver"
"G002+AKS-KHF_13D5C8C548AD6DU9999X0","許安國","허안국","양천(陽川)",,,"silver"
"G002+AKS-KHF_12AE40C12CFFFFU9999X0","金銛","김섬","언양(彦陽)",,,"silver"
"G002+AKS-KHF_12AE40D615FFFFU9999X1","金泂","김형","안동(安東[舊])",,,"silver"
"G002+AKS-KHF_12C720AD00FFFFB1484X0","柳灌","유관","문화(文化)",1484,1545,"silver"
"G002+AKS-KHF_13C548D55CC601U9999X0","安漢英","안한영","광주(廣州)",,,"silver"
"G002+AKS-KHF_13C774D604C625B1696X0","李鉉玉","이현옥","전주(全州)",1696,,"silver"
"G002+AKS-KHF_13AE40C548B85CB1481X0","金安老","김안노","연안(延安)",1481,1537,"silver"
"G002+AKS-KHF_13C815CDA9B7C9B1480X0","鄭忠樑","정충양","동래(東萊)",1480,1523,"silver"
"G002+AKS-KHF_13D64DC5B8D544B1476X0","洪彦弼","홍언필","남양(南陽[土])",1476,1549,"silver"
"G002+AKS-KHF_13C2E0C601D64DB1469X0","申永洪","신영홍","고령(高靈)",1469,,"silver"
"G002+AKS-KHF_13C131D76CC8FCB1479X0","成希周","성희주","창녕(昌寧)",1479,,"silver"
"G002+AKS-KHF_13AE40C138C900U9999X1","金世準","김세준","김해(金海)",,,"silver"
"G002+AKS-KHF_12AD8CC8FCFFFFB1458X0","權輳","권주","안동(安東)",1458,1518,"silver"
"G002+AKS-KHF_12C774AC04FFFFU9999X0","李簡","이간","덕수(德水)",,,"silver"
"G002+AKS-KHF_13C774C138D64DB1471X0","李世弘","이세홍","광주(廣州)",1471,1520,"silver"
"G002+AKS-KHF_13AE40C138C900U9999X2","金世俊","김세준","경주(慶州)",,,"silver"
"G002+AKS-KHF_12C724D0D5FFFFU9999X0","尹宕","윤탕","파평(坡平)",,,"silver"
"G002+AKS-KHF_13AE40C778BA85U9999X0","金麟明","김인명","안동(安東[舊])",,,"silver"
"G002+AKS-KHF_13C774B3C4BB35B1736X0","李度默","이도묵","연안(延安)",1736,,"silver"
"G002+AKS-KHF_12C774C21CFFFFU9999X3","李純","이순","덕산(德山)",,,"silver"
"G002+AKS-KHF_12C784CD94FFFFB1482X0","任樞","임추","풍천(豊川)",1482,1534,"silver"
"G002+AKS-KHF_13C774C5B8D638B1477X0","李彦浩","이언호","한산(韓山)",1477,1519,"silver"
"G002+AKS-KHF_13D55CC724CC3DB1480X0","韓胤昌","한윤창","청주(淸州)",1480,,"silver"
"G002+AKS-KHF_13AE40D76CC218B1475X0","金希壽","김희수","안동(安東[舊])",1475,1527,"silver"
"G002+AKS-KHF_13C720C724B355B1489X0","柳潤德","유윤덕","전주(全州)",1489,,"silver"
"G002+AKS-KHF_13C870C724BB38U9999X0","曺允文","조윤문","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13B0A8C138C900B1478X0","南世準","남세준","의령(宜寧)",1478,1533,"silver"
"G002+AKS-KHF_12C2E0B9CCFFFFB1703X0","申晩","신만","평산(平山)",1703,1765,"silver"
"G002+AKS-KHF_12C720C815FFFFB1491X0","柳貞","유정","진주(晉州[移])",1491,1549,"silver"
"G002+AKS-KHF_13AE40C778C190B1479X0","金麟孫","김인손","경주(慶州)",1479,1552,"silver"
"G002+AKS-KHF_13BBFCC218C6D0U9999X0","閔壽元","민수원","여흥(驪興)",,,"silver"
"G002+AKS-KHF_13BCC0AD11B300U9999X0","邊光大","변광대","원주(原州)",,,"silver"
"G002+AKS-KHF_12D45CBE59FFFFD1524X0","表憑","표빙","신창(新昌)",,1524,"silver"
"G002+AKS-KHF_13AE40C138C6B0B1486X0","金世愚","김세우","광산(光山)",1486,1522,"silver"
"G002+AKS-KHF_12C774BD80FFFFB1482X0","李阜","이부","고성(固城)",1482,1552,"silver"
"G002+AKS-KHF_13AE40C751ACBDB1676X0","金應慶","김응경","강릉(江陵)",1676,,"silver"
"G002+AKS-KHF_13AE40C778C0C1U9999X0","金麟祥","김인상","안동(安東[舊])",,,"silver"
"G002+AKS-KHF_12C784AD8CFFFFB1486X0","任權","임권","풍천(豊川)",1486,1557,"silver"
"G002+AKS-KHF_13B0A8C138C6C5U9999X0","南世雄","남세웅","의령(宜寧)",,,"silver"
"G002+AKS-KHF_13C724BA85C120B1547X0","尹明善","윤명선","파평(坡平)",1547,1608,"silver"
"G002+AKS-KHF_12D5C8D761FFFFU9999X0","許洽","허흡","양천(陽川)",,,"silver"
"G002+AKS-KHF_13C774B355D654B1664X0","李德華","이덕화","재령(載寧)",1664,,"plastic"
"G002+AKS-KHF_13C815C625D615B1486X0","丁玉亨","정옥형","나주(羅州)",1486,1549,"silver"
"G002+AKS-KHF_13C720C778C218U9999X0","柳仁洙","유인수","문화(文化)",,,"silver"
"G002+AKS-KHF_12AE30C900FFFFB1492X0","奇遵","기준","행주(幸州)",1492,1521,"silver"
"G002+AKS-KHF_13C2E0C5B5C218U9999X0","申億壽","신억수","평산(平山)",,,"silver"
"G002+AKS-KHF_13BC15C138D76CB1491X0","朴世熹","박세희","상주(尙州)",1491,1530,"silver"
"G002+AKS-KHF_13C870AD11C870B1482X0","趙光祖","조광조","한양(漢陽)",1482,1519,"silver"
"G002+AKS-KHF_13C131D76CC724U9999X0","成希尹","성희윤","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13C774CDA9AC74B1491X0","李忠楗","이충건","성주(星州)",1491,1521,"silver"
"G002+AKS-KHF_12C774BBF8FFFFB1484X0","李薇","이미","덕수(德水)",1484,1559,"silver"
"G002+AKS-KHF_12C720D615FFFFB1482X0","兪炯","유형","창원(昌原)",1482,1525,"silver"
"G002+AKS-KHF_13C774C601BD80B1487X0","李英符","이영부","광주(廣州)",1487,1523,"silver"
"G002+AKS-KHF_13AE40C720C2E0U9999X0","金庾信","김유신","김해(金海)",,,"silver"
"G002+AKS-KHF_12C0C1C9C4FFFFB1493X0","尙震","상진","목천(木川)",1493,1564,"silver"
"G002+AKS-KHF_13C720C6A9ADFCB1485X0","柳庸謹","유용근","진주(晉州[移])",1485,1528,"silver"
"G002+AKS-KHF_13C724C2DCD638U9999X0","尹時豪","윤시호","남원(南原)",,1520,"silver"
"G002+AKS-KHF_13C724ADF9C778U9999X0","尹克仁","윤극인","파평(坡平)",,,"silver"
"G002+AKS-KHF_12AE30D615FFFFU9999X0","奇逈","기형","행주(幸州)",,,"silver"
"G002+AKS-KHF_13AC15C790ACBDU9999X0","康子敬","강자경","미상(未詳)",,,"plastic"
"G002+AKS-KHF_13C2ECC0ACC21CU9999X0","沈思順","심사순","풍산(豊山)",,1531,"silver"
"G002+AKS-KHF_12D5C8AD00FFFFU9999X1","許寬","허관","하양(河陽)",,,"silver"
"G002+AKS-KHF_13D669C724C900U9999X0","黃允峻","황윤준","장수(長水)",,,"silver"
"G002+AKS-KHF_12BC15C18CFFFFB1493X0","朴紹","박소","반남(潘南)",1493,1534,"silver"
"G002+AKS-KHF_13C2ECC0ACC190B1493X0","沈思遜","심사손","풍산(豊山)",1493,1528,"silver"
"G002+AKS-KHF_13CC44C138C601B1490X0","蔡世英","채세영","평강(平康)",1490,1568,"silver"
"G002+AKS-KHF_12C774C774FFFFU9999X0","李頤","이이","가평(加平)",,,"silver"
"G002+AKS-KHF_13C870C778ADDCU9999X0","趙仁奎","조인규","풍양(豊壤)",,,"silver"
"G002+AKS-KHF_13C815C138D638B1486X0","鄭世虎","정세호","하동(河東)",1486,1563,"silver"
"G002+AKS-KHF_13C724D589C9C4B1733X0","尹行晉","윤행진","남원(南原)",1733,,"silver"
"G002+AKS-KHF_13BC15AD11D544U9999X0","朴光弼","박광필","상주(尙州)",,,"silver"
"G002+AKS-KHF_12C870C6B0FFFFB1484X0","趙佑","조우","한양(漢陽)",1484,,"silver"
"G002+AKS-KHF_13C774C5F0ACBDB1484X0","李延慶","이연경","광주(廣州)",1484,1548,"silver"
"G002+AKS-KHF_12C548C815FFFFB1494X0","安珽","안정","순흥(順興)",1494,1548,"silver"
"G002+AKS-KHF_12BC15D6C8FFFFB1484X0","朴薰","박훈","밀양(密陽)",1484,1540,"silver"
"G002+AKS-KHF_13BBFCD68CD604B1472X0","閔懷賢","민회현","여흥(驪興)",1472,1540,"silver"
"G002+AKS-KHF_12C2E0C7A0FFFFB1491X0","申潛","신잠","고령(高靈)",1491,1554,"silver"
"G002+AKS-KHF_13BC15C138D6C4B1494X0","朴世煦","박세후","상주(尙州)",1497,,"silver"
"G002+AKS-KHF_12AD8CC804FFFFB1490X0","權磌","권전","안동(安東)",1490,1521,"silver"
"G002+AKS-KHF_13ACFDC9C0BC88U9999X0","郭之藩","곽지번","현풍(玄風)",,,"silver"
"G002+AKS-KHF_12C6D0D63CFFFFB1505X0","元混","원혼","원주(原州)",1505,1597,"silver"
"G002+AKS-KHF_13AE40C2E0B3D9B1485X0","金神童","김신동","광산(光山)",1485,,"silver"
"G002+AKS-KHF_13C2E0C900BBF8B1491X0","申遵美","신준미","평산(平山)",1491,1562,"silver"
"G002+AKS-KHF_12AD8CAE30FFFFB1495X0","權祺","권기","안동(安東)",1495,,"silver"
"G002+AKS-KHF_12AE40C775FFFFB1486X0","金釴","김익","안동(安東[舊])",1486,1548,"silver"
"G002+AKS-KHF_13C724ACBDB9BDB1561X0","尹敬立","윤경입","파평(坡平)",1561,1611,"silver"
"G002+AKS-KHF_13D558ACC4C120U9999X0","河繼先","하계선","진양(晉陽)",,,"silver"
"G002+AKS-KHF_13ACBDC138C778B1491X0","慶世仁","경세인","청주(淸州)",1491,,"silver"
"G002+AKS-KHF_13D55CC7A5C11DB1832X0","韓章錫","한장석","청주(淸州)",1832,1894,"silver"
"G002+AKS-KHF_13C724D48DD615U9999X0","尹豊亨","윤풍형","칠원(漆原)",,,"silver"
"G002+AKS-KHF_13D64DC11DACACU9999X0","洪石堅","홍석견","홍주(洪州)",,,"silver"
"G002+AKS-KHF_13D5C8BC31AE30B1493X0","許伯琦","허백기","김해(金海)",1493,1563,"silver"
"G002+AKS-KHF_12C784BD95FFFFB1486X0","林鵬","임붕","나주(羅州)",1486,1553,"silver"
"G002+AKS-KHF_13C815C5B8D638D1531X0","鄭彦浩","정언호","영일(迎日)",,1531,"silver"
"G002+AKS-KHF_12D5C8B20CFFFFU9999X0","許訥","허눌","김해(金海)",,,"silver"
"G002+AKS-KHF_13C724C2DCAC78U9999X0","尹時傑","윤시걸","남원(南原)",,,"silver"
"G002+AKS-KHF_12BCC0C131FFFFU9999X0","邊成","변성","원주(原州)",,,"silver"
"G002+AKS-KHF_13C774D604B2F9U9999X0","李賢讜","이현당","전주(全州)",,,"silver"
"G002+AKS-KHF_13D64DD6A8CC3DU9999X0","洪孝昌","홍효창","남양(南陽[唐])",,,"silver"
"G002+AKS-KHF_13C548C0ACC5B8U9999X0","安士彦","안사언","광주(廣州)",,,"silver"
"G002+AKS-KHF_12C190BD80FFFFU9999X0","孫溥","손부","평해(平海)",,,"silver"
"G002+AKS-KHF_12C131B95CFFFFU9999X0","成倫","성윤","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13AE40C131AD6CU9999X0","金成九","김성구","경주(慶州)",,,"silver"
"G002+AKS-KHF_13AC15C22DB355U9999X0","姜崇德","강숭덕","진주(晉州)",,,"silver"
"G002+AKS-KHF_12C724BCC0FFFFB1493X0","尹忭","윤변","해평(海平)",1493,1549,"silver"
"G002+AKS-KHF_13C774C5B5C190B1497X0","李億孫","이억손","전주(全州)",1497,1538,"silver"
"G002+AKS-KHF_12AC15C625FFFFU9999X0","姜沃","강옥","진주(晉州)",,,"silver"
"G002+AKS-KHF_12D5C8C790FFFFB1496X0","許磁","허자","양천(陽川)",1496,1551,"silver"
"G002+AKS-KHF_12C774B9BCFFFFB1501X0","李霖","이임","함안(咸安)",1501,1546,"silver"
"G002+AKS-KHF_12C784BCD1FFFFU9999X0","任柄","임병","풍천(豊川)",,,"silver"
"G002+AKS-KHF_13B0A8C21CBBFCB1484X0","南舜民","남순민","의령(宜寧)",1484,1569,"silver"
"G002+AKS-KHF_13D55CD615C2E0B1491X0","韓亨信","한형신","청주(淸州)",1491,,"silver"
"G002+AKS-KHF_13C1A1BCF5ACACU9999X0","宋福堅","송복견","진천(鎭川)",,,"silver"
"G002+AKS-KHF_12B098C219FFFFD1546X0","羅淑","나숙","안정(安定)",,1546,"silver"
"G002+AKS-KHF_13BC15B2F4B144U9999X0","朴聃年","박담연","죽산(竹山)",,,"silver"
"G002+AKS-KHF_12BBFCAD6CFFFFU9999X0","閔球","민구","여흥(驪興)",,,"silver"
"G002+AKS-KHF_12C18CBD09FFFFB1499X0","蘇逢","소봉","진주(晉州)",1499,,"silver"
"G002+AKS-KHF_13C784D544D615B1493X0","任弼亨","임필형","풍천(豊川)",1493,,"silver"
"G002+AKS-KHF_13BC15AD11C6B0B1495X0","朴光佑","박광우","상주(尙州)",1495,1545,"silver"
"G002+AKS-KHF_13BBFCC138B7C9B1497X0","閔世良","민세양","여흥(驪興)",1497,1547,"silver"
"G002+AKS-KHF_13C2E0AC70AD00B1498X0","愼居寬","신거관","거창(居昌)",1498,1564,"silver"
"G002+AKS-KHF_13AE40D55CC6C5B1463X0","金漢雄","김한웅","광산(光山)",1463,,"silver"
"G002+AKS-KHF_12BBFCC6D0FFFFB1683X0","閔瑗","민원","여흥(驪興)",1683,1746,"silver"
"G002+AKS-KHF_13BC15C138C639B1493X0","朴世蓊","박세옹","함양(咸陽)",1493,1541,"silver"
"G002+AKS-KHF_13ACBDC218B7C9U9999X0","慶秀良","경수양","청주(淸州)",,,"silver"
"G002+AKS-KHF_13C774AE30B0A8B1535X0","李期男","이기남","안성(安城)",1535,,"silver"
"G002+AKS-KHF_12D55CC8FCFFFFU9999X0","韓澍","한주","당진(唐津)",,,"silver"
"G002+AKS-KHF_13C774C6D0ACBDB1501X0","李元卿","이원경","전주(全州)",1501,,"silver"
"G002+AKS-KHF_13C815C885D638U9999X1","鄭從濩","정종호","경주(慶州)",,,"silver"
"G002+AKS-KHF_13AE40C218C131D1546X0","金遂性","김수성","청풍(淸風)",,1546,"silver"
"G002+AKS-KHF_13C2E0C11DAC04U9999X0","申石澗","신석간","고령(高靈)",,,"silver"
"G002+AKS-KHF_13AE40C758C815B1495X0","金義貞","김의정","풍산(豊山)",1495,1547,"silver"
"G002+AKS-KHF_13C815D76CD64DB1499X0","鄭希弘","정희홍","동래(東萊)",1499,,"silver"
"G002+AKS-KHF_12C11CACE0FFFFD1550X0","徐固","서고","대구(大丘)",,1550,"silver"
"G002+AKS-KHF_13C815C720C120U9999X0","鄭惟善","정유선","경주(慶州)",,,"silver"
"G002+AKS-KHF_13C774D33DC218B1500X0","李彭壽","이팽수","덕수(德水)",1500,,"silver"
"G002+AKS-KHF_13D558C5B5C218B1499X0","河億水","하억수","진양(晉陽)",1499,,"silver"
"G002+AKS-KHF_13AE40C9C4C885B1496X0","金振宗","김진종","선산(善山)",1496,1557,"silver"
"G002+AKS-KHF_13BC15BABDC6B0U9999X0","朴夢禹","박몽우","밀양(密陽)",,,"plastic"
"G002+AKS-KHF_13C774BA85ADDCB1497X0","李名珪","이명규","고성(固城)",1497,1560,"silver"
"G002+AKS-KHF_13AD8CC751CC3DB1505X0","權應昌","권응창","안동(安東)",1505,1568,"silver"
"G002+AKS-KHF_13CD5CACBDD64DB1493X0","崔景弘","최경홍","경주(慶州)",1493,,"silver"
"G002+AKS-KHF_13AE40BC31C21CB1494X0","金伯醇","김백순","희천(熙川)",1494,1548,"silver"
"G002+AKS-KHF_13AD6CC218B2F4B1500X0","具壽聃","구수담","능성(綾城)",1500,1550,"silver"
"G002+AKS-KHF_12C815CD08FFFFU9999X0","鄭礎","정초","온양(溫陽)",,,"silver"
"G002+AKS-KHF_13C774BABDC724U9999X0","李夢尹","이몽윤","경주(慶州)",,,"silver"
"G002+AKS-KHF_12C815D658FFFFB1497X0","丁煥","정환","창원(昌原)",1497,1540,"silver"
"G002+AKS-KHF_12C720B3C8FFFFU9999X1","兪燉","유돈","창원(昌原)",,,"silver"
"G002+AKS-KHF_13C774C77CD615B1686X0","李一馨","이일형","전주(全州)",1686,,"silver"
"G002+AKS-KHF_12B098C775FFFFB1507X0","羅瀷","나익","안정(安定)",1507,1537,"silver"
"G002+AKS-KHF_13C774BB38AC74B1494X0","李文楗","이문건","성주(星州)",1494,1567,"silver"
"G002+AKS-KHF_12C624ACB8FFFFB1496X0","吳謙","오겸","나주(羅州)",1496,1582,"silver"
"G002+AKS-KHF_12C815C6B1FFFFD1545X0","鄭郁","정욱","광주(光州)",,1545,"silver"
"G002+AKS-KHF_13C724C138CE68U9999X0","尹世忱","윤세침","파평(坡平)",,,"silver"
"G002+AKS-KHF_13BC15C138BB34B1487X0","朴世茂","박세무","함양(咸陽)",1487,1554,"silver"
"G002+AKS-KHF_13C815B300B144B1503X0","鄭大年","정대연","동래(東萊)",1503,1578,"silver"
"G002+AKS-KHF_12D64DC12CFFFFB1504X0","洪暹","홍섬","남양(南陽[土])",1504,1585,"silver"
"G002+AKS-KHF_13C774C138AD6CU9999X0","李世球","이세구","합천(陜川)",,,"silver"
"G002+AKS-KHF_13C774C6D0C190B1498X0","李元孫","이원손","전의(全義)",1498,1554,"silver"
"G002+AKS-KHF_12AE40AC15FFFFU9999X0","金綱","김강","광산(光山)",,,"silver"
"G002+AKS-KHF_12AD8CCC2CFFFFD1560X0","權纘","권찬","안동(安東)",,1560,"silver"
"G002+AKS-KHF_13C724C6D0D615D1565X0","尹元衡","윤원형","파평(坡平)",,1565,"silver"
"G002+AKS-KHF_12AD8CCCA0FFFFB1503X0","權轍","권철","안동(安東)",1503,1578,"silver"
"G002+AKS-KHF_13C774D76CC190B1497X0","李希孫","이희손","전주(全州)",1497,1566,"silver"
"G002+AKS-KHF_13C774C724ACBDB1498X0","李潤慶","이윤경","광주(廣州)",1498,1562,"silver"
"G002+AKS-KHF_12C774BC1CFFFFU9999X0","李拔","이발","전주(全州)",,,"silver"
"G002+AKS-KHF_13C774BB34AC15U9999X0","李無彊","이무강","양성(陽城)",,,"silver"
"G002+AKS-KHF_13B0A8AD81D6A8U9999X0","南宮孝","남궁효","함열(咸悅)",,,"silver"
"G002+AKS-KHF_12AE40C8FCFFFFB1512X0","金澍","김주","안동(安東[舊])",1512,1563,"silver"
"G002+AKS-KHF_13C774C900C778B1499X0","李遵仁","이준인","광주(廣州)",1499,,"silver"
"G002+AKS-KHF_13C774C0ACD544B1503X0","李士弼","이사필","여주(驪州)",1503,1556,"silver"
"G002+AKS-KHF_13D64DCD98B144U9999X0","洪春年","홍춘연","남양(南陽[唐])",,,"silver"
"G002+AKS-KHF_13C784D615C218B1514X0","林亨秀","임형수","평택(平澤)",1514,1547,"silver"
"G002+AKS-KHF_13C870B355C218B1482X0","趙德壽","조덕수","풍양(豊壤)",1482,,"silver"
"G002+AKS-KHF_12C774AC70FFFFU9999X0","李璖","이거","예안(禮安)",,,"silver"
"G002+AKS-KHF_13BC31C778AC78B1497X0","白仁傑","백인걸","수원(水原)",1497,1579,"silver"
"G002+AKS-KHF_12C131C21CFFFFU9999X0","成詢","성순","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13BC15ACF5B7C9D1556X0","朴公亮","박공양","고령(高靈)",,1556,"silver"
"G002+AKS-KHF_12C774D0DDFFFFB1485X0","李澤","이택","고성(固城)",1485,1573,"silver"
"G002+AKS-KHF_12C2ECB839FFFFB1513X0","沈苓","심영","청송(靑松)",1513,1547,"silver"
"G002+AKS-KHF_13C774C601D604B1507X0","李英賢","이영현","광주(廣州)",1507,1572,"silver"
"G002+AKS-KHF_13C6D0D638BCC0B1506X0","元虎變","원호변","원주(原州)",1506,,"silver"
"G002+AKS-KHF_12C784C724FFFFB1505X0","任尹","임윤","풍천(豊川)",1505,,"silver"
"G002+AKS-KHF_12C774B2F4FFFFB1510X0","李湛","이담","용인(龍仁)",1510,,"silver"
"G002+AKS-KHF_12C624C0C1FFFFB1512X0","吳祥","오상","해주(海州)",1512,1573,"silver"
"G002+AKS-KHF_13AE40C218C9D1B1685X0","金壽鏶","김수집","광산(光山)",1685,,"silver"
"G002+AKS-KHF_12C774CD94FFFFU9999X0","李樞","이추","영천(永川)",,,"silver"
"G002+AKS-KHF_13C2ECBD09C6D0B1497X0","沈逢源","심봉원","청송(靑松)",1497,1574,"silver"
"G002+AKS-KHF_13C774C548CDA9U9999X0","李安忠","이안충","전의(全義)",,,"silver"
"G002+AKS-KHF_13C870AD11C625B1501X0","趙光玉","조광옥","평양(平壤)",1501,,"silver"
"G002+AKS-KHF_12C720D63CFFFFB1499X0","柳渾","유혼","문화(文化)",1499,,"silver"
"G002+AKS-KHF_13AE40B09CC0C1B1507X0","金鸞祥","김난상","청도(淸道)",1507,1570,"silver"
"G002+AKS-KHF_12BBFCAE30FFFFB1504X0","閔箕","민기","여흥(驪興)",1504,1568,"silver"
"G002+AKS-KHF_12C774C601FFFFB1501X0","李瑛","이영","경주(慶州)",1501,1558,"silver"
"G002+AKS-KHF_12C720C12DFFFFU9999X0","柳涉","유섭","진주(晉州[移])",,,"silver"
"G002+AKS-KHF_13C774AE30C885B1857X0","李起鍾","이기종","전주(全州)",1857,,"silver"
"G002+AKS-KHF_12AE40AC1CFFFFB1504X0","金鎧","김개","광산(光山)",1504,1569,"silver"
"G002+AKS-KHF_13C131C138C7A5B1506X0","成世章","성세장","창녕(昌寧)",1506,1583,"silver"
"G002+AKS-KHF_13C5B4ACC4C120B1502X0","魚季瑄","어계선","함종(咸從)",1502,1579,"silver"
"G002+AKS-KHF_12AC15C775FFFFB1504X0","姜益","강익","진주(晉州)",1504,,"silver"
"G002+AKS-KHF_12BBFCD638FFFFU9999X0","閔箎","민호","여흥(驪興)",,,"silver"
"G002+AKS-KHF_12BC15C601FFFFU9999X0","朴詠","박영","반남(潘南)",,,"silver"
"G002+AKS-KHF_13C870C5B8BC15U9999X0","曺彦博","조언박","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13C774C21CD615B1498X0","李純亨","이순형","덕수(德水)",1498,,"silver"
"G002+AKS-KHF_12C815C790FFFFB1515X0","鄭滋","정자","영일(迎日)",1515,1547,"silver"
"G002+AKS-KHF_13CD5CC138C900U9999X0","崔世俊","최세준","화순(和順)",,,"silver"
"G002+AKS-KHF_12C190C2DDFFFFU9999X0","孫軾","손식","평해(平海)",,,"silver"
"G002+AKS-KHF_12C784C120FFFFB1714X0","任珗","임선","풍천(豊川)",1714,,"silver"
"G002+AKS-KHF_13B2F9C724BB38U9999X0","唐允文","당윤문","밀양(密陽)",,,"silver"
"G002+AKS-KHF_13D64DB099BBFCB1751X0","洪樂敏","홍낙민","풍산(豊山)",1751,1801,"silver"
"G002+AKS-KHF_12C774AC74FFFFB1505X0","李楗","이건","전주(全州)",1505,,"silver"
"G002+AKS-KHF_12C720AC15FFFFB1510X0","兪絳","유강","기계(杞溪)",1510,1570,"silver"
"G002+AKS-KHF_12C774AC10FFFFB1516X0","李戡","이감","우계(羽溪)",1516,1583,"silver"
"G002+AKS-KHF_13C774C9C0C2E0B1512X0","李之信","이지신","우봉(牛峰)",1512,1581,"silver"
"G002+AKS-KHF_13C774C885ADDCU9999X0","李宗奎","이종규","홍주(洪州)",,,"silver"
"G002+AKS-KHF_12C724ACB0FFFFB1517X0","尹潔","윤결","남원(南原)",1517,1548,"silver"
"G002+AKS-KHF_13AE40AE30C11DB1678X0","金箕錫","김기석","언양(彦陽)",1678,,"silver"
"G002+AKS-KHF_13C655D76CAC78D1553X0","王希傑","왕희걸","개성(開城)",1505,1553,"silver"
"G002+AKS-KHF_13C774C21CD6A8U9999X0","李純孝","이순효","전주(全州)",,,"silver"
"G002+AKS-KHF_13BC15C601C900B1510X0","朴永俊","박영준","고령(高靈)",1510,,"silver"
"G002+AKS-KHF_13AE40C9C8CDA9U9999X0","金質忠","김질충","광산(光山)",,,"silver"
"G002+AKS-KHF_13C774B355C751D1545X0","李德應","이덕응","성주(星州)",,1545,"silver"
"G002+AKS-KHF_13AE40D0DCC815B1541X0","金泰廷","김태정","광산(光山)",1541,,"silver"
