"bpid","chnname","korname","family_clan","birth","death","plastic"
"G002+AKS-KHF_13C11CC720BC29B1741X0","徐有防","서유방","대구(大丘)",1741,1798,"silver"
"G002+AKS-KHF_13D64DC5B8CCA0B1729X0","洪彦喆","홍언철","남양(南陽[唐])",1729,,"silver"
"G002+AKS-KHF_12C870B3C8FFFFB1716X0","趙暾","조돈","풍양(豊壤)",1716,1790,"silver"
"G002+AKS-KHF_13C870BCC0B96DU9999X0","曺變隆","조변융","창녕(昌寧)",,,"silver"
"G002+AKS-KHF_13C870D5CCC12DB1819X0","趙憲燮","조헌섭","양주(楊州)",1819,,"silver"
"G002+AKS-KHF_13C774BCD1ACE0B1844X0","李秉臯","이병고","광주(廣州)",1844,,"silver"
"G002+AKS-KHF_13C774D48DC775B1804X0","李豊翼","이풍익","연안(延安)",1804,1887,"silver"
"G002+AKS-KHF_13C774ACBDC5ECB1585X0","李敬輿","이경여","전주(全州)",1585,1657,"silver"
"G002+AKS-KHF_13C1A1C2B9D76CB1538X0","宋承禧","송승희","여산(礪山)",1538,1592,"silver"
"G002+AKS-KHF_13D64DC11DC885B1834X0","洪奭鍾","홍석종","남양(南陽[唐])",1834,,"silver"
"G002+AKS-KHF_13CD5CC0B0B450B1483X0","崔山斗","최산두","광양(光陽)",1483,1536,"plastic"
"G002+AKS-KHF_13AE40C9C0C131B1610X0","金之聲","김지성","부령(扶寧)",1610,,"silver"
"G002+AKS-KHF_13C2ECC720C758B1696X0","沈游義","심유의","청송(靑松)",1696,1730,"silver"
"G002+AKS-KHF_13C774BCF5C77CB1745X0","李復一","이복일","전주(全州)",1745,,"silver"
"G002+AKS-KHF_13C724ACBDB8E1B1686X0","尹敬龍","윤경용","칠원(漆原)",1686,1743,"silver"
"G002+AKS-KHF_12C2E0C124FFFFB1561X0","申渫","신설","고령(高靈)",1561,,"silver"
"G002+AKS-KHF_13C870BCF4C778U9999X0","趙寶仁","조보인","함안(咸安)",,,"plastic"
"G002+AKS-KHF_13AD6CC218C628B1724X0","具修溫","구수온","능성(綾城)",1724,,"plastic"
"G002+AKS-KHF_13BBFCC720C911B1630X0","閔維重","민유중","여흥(驪興)",1630,1687,"silver"
"G002+AKS-KHF_13AE40ACBDC5B8U9999X0","金慶言","김경언","순천(順天)",,,"plastic"
"G002+AKS-KHF_13C774D718C0C1B1835X0","李彙相","이휘상","진성(眞城)",1835,,"plastic"
"G002+AKS-KHF_13C784AD6DB85CB1537X0","任國老","임국노","풍천(豊川)",1537,1604,"silver"
"G002+AKS-KHF_13C774AC00C6B0B1783X0","李嘉愚","이가우","연안(延安)",1783,1852,"silver"
"G002+AKS-KHF_13C774B355BD80B1675X0","李德孚","이덕부","전의(全義)",1675,1733,"silver"
"G002+AKS-KHF_13C11CC0C1C900B1846X0","徐相駿","서상준","대구(大丘)",1846,1869,"silver"
"G002+AKS-KHF_13C774ACBDC804B1567X0","李慶全","이경전","한산(韓山)",1567,1644,"silver"
"G002+AKS-KHF_13C815C790BA85U9999X0","鄭自明","정자명","영일(迎日)",,,"silver"
"G002+AKS-KHF_13C131C900AD6CB1574X0","成俊耉","성준구","창녕(昌寧)",1574,1633,"silver"
"G002+AKS-KHF_13C774BB34B85CB1848X0","李茂魯","이무노","전의(全義)",1848,1906,"silver"
"G002+AKS-KHF_13CD5CC21CC131U9999X0","崔順成","최순성","전주(全州)",,,"silver"
"G002+AKS-KHF_13BC15C9C4ADDCB1633X0","朴鎭圭","박진규","밀양(密陽)",1633,1692,"silver"
"G002+AKS-KHF_12C774C2DDFFFFB1633X0","李湜","이식","여주(驪州)",1633,1685,"silver"
"G002+AKS-KHF_13C870B355C21CB1652X0","趙德純","조덕순","한양(漢陽)",1652,1691,"plastic"
"G002+AKS-KHF_13BC15AE30C885B1824X0","朴淇鍾","박기종","무안(務安)",1824,1898,"plastic"
"G002+AKS-KHF_13C11CC6A9C21CB1810X0","徐容淳","서용순","대구(大丘)",1810,,"silver"
"G002+AKS-KHF_13C774C815B9B0B1615X0","李廷麟","이정인","전주(全州)",1615,,"silver"
"G002+AKS-KHF_13AE40C11CC751B1713X0","金瑞應","김서응","풍산(豊山)",1713,,"plastic"
"G002+AKS-KHF_12C870C6D0FFFFB1544X0","趙瑗","조원","임천(林川)",1544,1595,"silver"
"G002+AKS-KHF_13AE40B300C724U9999X0","金大潤","김대윤","미상(未詳)",,,"plastic"
"G002+AKS-KHF_13ACFDB9CCC801B1653X0","郭萬績","곽만적","청주(淸州)",1653,1720,"silver"
"G002+AKS-KHF_13BC15ACF5B2ECB1470X0","朴公達","박공달","강릉(江陵)",1470,,"silver"
"G002+AKS-KHF_13C774ACBDC0C1B1602X0","李慶相","이경상","경주(慶州)",1602,1647,"silver"
"G002+AKS-KHF_13C11CC2E0BCF4B1831X0","徐臣輔","서신보","대구(大丘)",1831,1908,"silver"
"G002+AKS-KHF_13C591ACF5C900U9999X0","楊公俊","양공준","남원(南原)",,1525,"silver"
"G002+AKS-KHF_13BBFCAD11C18CB1610X0","閔光熽","민광소","여흥(驪興)",1610,1670,"silver"
"G002+AKS-KHF_13B0A8AD81C9C0B1530X0","南宮芷","남궁지","함열(咸悅)",1530,,"silver"
"G002+AKS-KHF_13C815D76CC801B1541X0","鄭熙績","정희적","하동(河東)",1541,,"silver"
"G002+AKS-KHF_13C190B9CCC911B1664X0","孫萬重","손만중","밀양(密陽)",1664,,"plastic"
"G002+AKS-KHF_12C724C9D1FFFFB1601X0","尹鏶","윤집","파평(坡平)",1601,1669,"silver"
"G002+AKS-KHF_12AD8CC218FFFFB1656X0","權𢢝","권수","안동(安東)",1656,1718,"silver"
"G002+AKS-KHF_13C774BA85C6C5B1590X0","李命雄","이명웅","전주(全州)",1590,1642,"silver"
"G002+AKS-KHF_13C2E0CE58C6B4B1700X0","申致雲","신치운","평산(平山)",1700,1755,"silver"
"G002+AKS-KHF_13AE40B355C81CB1831X0","金德濟","김덕제","연안(延安)",1831,,"plastic"
"G002+AKS-KHF_13C724CE58D6C4B1777X0","尹致後","윤치후","해평(海平)",1777,1812,"silver"
"G002+AKS-KHF_12C784CC45FFFFB1532X0","林𣽤","임책","선산(善山)",1532,,"silver"
"G002+AKS-KHF_13C774C21CB0A8B1613X0","李順男","이순남","전주(全州)",1613,,"silver"
"G002+AKS-KHF_13AE40C0C1D734B1757X0","金相休","김상휴","광산(光山)",1757,1827,"silver"
"G002+AKS-KHF_13C774C0C1D56DB1588X0","李尙恒","이상항","전주(全州)",1588,1623,"silver"
"G002+AKS-KHF_13C774C57DC218B1807X0","李藥秀","이약수","전주(全州)",1807,,"plastic"
"G002+AKS-KHF_13AE40C138ADE0B1812X0","金世均","김세균","안동(安東[新])",1812,1879,"silver"
"G002+AKS-KHF_12AE40D544FFFFU9999X0","金珌","김필","안산(安山)",,,"silver"
"G002+AKS-KHF_13C774C218D6C8B1720X0","李壽勛","이수훈","여주(驪州)",1720,,"silver"
"G002+AKS-KHF_13C870C218BBFCB1742X0","趙秀民","조수민","한양(漢陽)",1742,,"silver"
"G002+AKS-KHF_13C815C11CD558B1653X0","鄭瑞河","정서하","영일(迎日)",1653,1710,"silver"
"G002+AKS-KHF_13AE40C218C900B1486X0","金壽濬","김수준","안동(安東[舊])",1486,,"silver"
"G002+AKS-KHF_13AE40C775D734B1724X0","金翊休","김익휴","청풍(淸風)",1724,1802,"plastic"
"G002+AKS-KHF_13C774D604CDA9U9999X0","李顯忠","이현충","전주(全州)",,,"silver"
"G002+AKS-KHF_13AE40ADF9C77CB1522X0","金克一","김극일","의성(義城)",1522,1585,"silver"
"G002+AKS-KHF_12AD8CD611FFFFB1782X0","權筴","권협","안동(安東)",1782,,"silver"
"G002+AKS-KHF_13C870C885ACBDB1495X0","趙宗敬","조종경","풍양(豊壤)",1495,1535,"silver"
"G002+AKS-KHF_12C548C219FFFFB1572X0","安璹","안숙","광주(廣州)",1572,1624,"plastic"
"G002+AKS-KHF_13C5C4C8FCD55CB1852X0","嚴柱漢","엄주한","영월(寧越)",1852,,"silver"
"G002+AKS-KHF_13AD8CBAA9D615B1713X0","權穆衡","권목형","안동(安東)",1713,,"silver"
"G002+AKS-KHF_13C720B300C815B1552X0","兪大禎","유대정","기계(杞溪)",1552,1616,"silver"
"G002+AKS-KHF_12BC15C6B0FFFFB1476X0","朴祐","박우","충주(忠州)",1476,1547,"silver"
"G002+AKS-KHF_13C774C2B9D6A8B1513X0","李承孝","이승효","전의(全義)",1513,1572,"silver"
"G002+AKS-KHF_12C2E0C815FFFFB1628X0","申晸","신정","평산(平山)",1628,1687,"silver"
"G002+AKS-KHF_13AE40C591C804U9999X0","金良琠","김양전","상산(商山)",,,"silver"
"G002+AKS-KHF_13CC44C751BCF5B1675X0","蔡膺福","채응복","평강(平康)",1675,1744,"silver"
"G002+AKS-KHF_13AE40BA85D558B1657X0","金鳴夏","김명하","능성(綾城)",1657,1719,"plastic"
"G002+AKS-KHF_13D64DC815BCF4B1695X0","洪正輔","홍정보","풍산(豊山)",1695,,"silver"
"G002+AKS-KHF_13BC15D544C218B1704X0","朴弼燧","박필수","반남(潘南)",1704,,"silver"
"G002+AKS-KHF_13AE40C815ADE0B1866X0","金貞均","김정균","안동(安東[新])",1866,,"silver"
"G002+AKS-KHF_13C774BCD1C601B1784X0","李秉瑩","이병영","경산(京山)",1784,1851,"plastic"
"G002+AKS-KHF_13AE40C218C7A5B1606X0","金壽長","김수장","연안(延安)",1606,,"silver"
"G002+AKS-KHF_13C11CD615C21CB1813X0","徐衡淳","서형순","대구(大丘)",1813,1893,"silver"
"G002+AKS-KHF_13C774C7A5C190U9999X0","李長孫","이장손","광주(廣州)",,,"silver"
"G002+AKS-KHF_13B0A8C704B85CB1699X0","南渭老","남위노","의령(宜寧)",1699,,"silver"
"G002+AKS-KHF_12C774CDA9FFFFB1568X0","李冲","이충","전주(全州)",1568,1619,"silver"
"G002+AKS-KHF_12C774C8FCFFFFB1614X0","李周","이주","전주(全州)",1614,,"silver"
"G002+AKS-KHF_13C870C778C2B9B1842X0","曺寅承","조인승","창녕(昌寧)",1842,,"silver"
"G002+AKS-KHF_13C774C815AD6CB1564X0","李廷龜","이정귀","연안(延安)",1564,1635,"silver"
"G002+AKS-KHF_13CD5CACC4D615B1615X0","崔繼亨","최계형","전주(全州)",1615,,"silver"
"G002+AKS-KHF_13C774C9C4C218B1684X0","李眞洙","이진수","전주(全州)",1684,1732,"silver"
"G002+AKS-KHF_13C815C57DC804B1758X0","丁若銓","정약전","나주(羅州)",1758,1816,"silver"
"G002+AKS-KHF_13D55CD544BA85B1597X0","韓必明","한필명","청주(淸州)",1597,1644,"silver"
"G002+AKS-KHF_13C774C77CC99DB1730X0","李一曾","이일증","고성(固城)",1730,,"silver"
"G002+AKS-KHF_13C815C778C624B1874X0","鄭寅五","정인오","동래(東萊)",1874,1939,"silver"
"G002+AKS-KHF_13C720C5B8D638B1706X0","兪彦好","유언호","기계(杞溪)",1706,,"silver"
"G002+AKS-KHF_13BC30B9F9D6C4U9999X0","裵孟厚","배맹후","분성(盆城)",1448,1479,"silver"
"G002+AKS-KHF_13C870BCD1C219B1839X0","趙秉肅","조병숙","양주(楊州)",1839,,"silver"
"G002+AKS-KHF_13C870C5F0CC3DB1810X0","趙然昌","조연창","풍양(豊壤)",1810,,"silver"
"G002+AKS-KHF_13AE40C7ACCC9CB1707X0","金載天","김재천","연안(延安)",1707,,"silver"
"G002+AKS-KHF_13C774ADF9AC10B1423X0","李克堪","이극감","광주(廣州)",1423,1465,"silver"
"G002+AKS-KHF_13AE40C5ECAC74B1660X0","金汝鍵","김여건","의성(義城)",1660,1697,"silver"
"G002+AKS-KHF_13BC30C724BA85B1689X0","裵胤命","배윤명","성산(星山)",1689,,"plastic"
"G002+AKS-KHF_13AE40ACBDC5F0B1778X0","金敬淵","김경연","청풍(淸風)",1778,,"silver"
"G002+AKS-KHF_13C774B179C22DU9999X0","李祿崇","이녹숭","전의(全義)",,,"silver"
"G002+AKS-KHF_13BC15D544AC04B1683X0","朴弼榦","박필간","반남(潘南)",1683,,"silver"
"G002+AKS-KHF_13BAA9C2B9C11DB1843X0","睦承錫","목승석","사천(泗川)",1843,1920,"silver"
"G002+AKS-KHF_13C815D638ACF5B1565X0","丁好恭","정호공","나주(羅州)",1565,1611,"silver"
"G002+AKS-KHF_12C774BA85FFFFB1570X0","李溟","이명","전주(全州)",1570,1648,"silver"
"G002+AKS-KHF_13C2E0C11DD76CB1808X0","申錫禧","신석희","평산(平山)",1808,1873,"silver"
"G002+AKS-KHF_13C774C218C758U9999X0","李守義","이수의","광주(廣州)",,,"silver"
"G002+AKS-KHF_12AE40D558FFFFD1462X0","金何","김하","연안(延安)",,1462,"plastic"
"G002+AKS-KHF_13C774CC3DC815B1573X0","李昌庭","이창정","연안(延安)",1573,1625,"silver"
"G002+AKS-KHF_13AE40C0C1C9C1B1661X0","金相稷","김상직","연안(延安)",1661,1721,"silver"
"G002+AKS-KHF_13AE40C591C644U9999X0","金良琬","김양완","상산(商山)",,,"plastic"
"G002+AKS-KHF_13C774C138BC31B1635X0","李世白","이세백","용인(龍仁)",1635,1703,"silver"
"G002+AKS-KHF_12C784D604FFFFB1547X0","任鉉","임현","풍천(豊川)",1547,1597,"silver"
"G002+AKS-KHF_13C774B178C9D1B1773X0","李魯集","이노집","덕수(德水)",1773,,"silver"
"G002+AKS-KHF_13D64DC774D3C9B1463X0","洪以平","홍이평","남양(南陽[唐])",1463,1525,"silver"
"G002+AKS-KHF_13BC15C7ACC2DCB1656X0","朴載時","박재시","반남(潘南)",1656,,"plastic"
"G002+AKS-KHF_13C774C7ACC644B1856X0","李載完","이재완","전주(全州)",1856,1922,"silver"
"G002+AKS-KHF_13C774C815BA74B1556X0","李廷冕","이정면","광주(廣州)",1556,,"silver"
"G002+AKS-KHF_13C720AD00D604B1692X0","柳觀鉉","유관현","전주(全州)",1692,1764,"plastic"
"G002+AKS-KHF_13CC44C720D6C4B1599X0","蔡裕後","채유후","평강(平康)",1599,1660,"silver"
"G002+AKS-KHF_12D64DC9C4FFFFB1541X0","洪進","홍진","남양(南陽[唐])",1541,1616,"silver"
"G002+AKS-KHF_12CD5CC6B0FFFFU9999X0","崔堣","최우","화순(和順)",,,"silver"
"G002+AKS-KHF_13C2E0C911AC70U9999X0","辛仲琚","신중거","영산(靈山)",,,"silver"
"G002+AKS-KHF_13C815C0ACB8E1B1491X0","鄭士龍","정사용","동래(東萊)",1491,1570,"silver"
"G002+AKS-KHF_13D64DCC98B300B1609X0","洪處大","홍처대","남양(南陽[唐])",1609,1676,"silver"
"G002+AKS-KHF_12AD8CC9C0FFFFB1675X0","權贄","권지","안동(安東)",1675,,"silver"
"G002+AKS-KHF_13C784C815C0C1B1765X0","任鼎常","임정상","풍천(豊川)",1765,,"silver"
"G002+AKS-KHF_13C870BC29C9C1B1574X0","趙邦直","조방직","풍양(豊壤)",1574,,"silver"
"G002+AKS-KHF_13C2ECAD11C138B1577X0","沈光世","심광세","청송(靑松)",1577,1624,"silver"
"G002+AKS-KHF_13C1A1C751C21CB1547X0","宋應洵","송응순","은진(恩津)",1547,1611,"silver"
"G002+AKS-KHF_13C774C815AE30B1612X0","李廷夔","이정기","한산(韓山)",1612,1671,"silver"
"G002+AKS-KHF_13C815BA85C138B1550X0","鄭名世","정명세","진양(晉陽)",1550,1592,"plastic"
"G002+AKS-KHF_13C774C720C0C1B1772X0","李儒象","이유상","함평(咸平)",1772,1818,"silver"
"G002+AKS-KHF_13C720CD98B3D9B1776X0","柳春東","유춘동","진주(晉州[移])",1776,,"plastic"
"G002+AKS-KHF_13C774BA85C5F0B1758X0","李明淵","이명연","전주(全州)",1758,1803,"silver"
"G002+AKS-KHF_13C815C11DC900B1592X0","鄭碩儁","정석준","영일(迎日)",1592,,"silver"
"G002+AKS-KHF_13C774C5B8C720B1527X0","李彦愉","이언유","전주(全州)",1527,,"silver"
"G002+AKS-KHF_13AE40C2DCC6B1B1634X0","金時郁","김시욱","김해(金海)",1634,,"plastic"
"G002+AKS-KHF_13C774BA85C900B1658X0","李明浚","이명준","한산(韓山)",1658,1715,"silver"
"G002+AKS-KHF_13C774B9CCB85CB1827X0","李晩魯","이만노","진성(眞城)",1827,,"plastic"
"G002+AKS-KHF_13C815AE30C138B1814X0","鄭基世","정기세","동래(東萊)",1814,1884,"silver"
"G002+AKS-KHF_12C2ECC561FFFFB1571X0","沈詻","심액","청송(靑松)",1571,1655,"silver"
"G002+AKS-KHF_13C774B355C8FCB1617X0","李德周","이덕주","전주(全州)",1617,1682,"silver"
"G002+AKS-KHF_13D55CAE30B3D9B1845X0","韓耆東","한기동","청주(淸州)",1845,,"silver"
"G002+AKS-KHF_13C870BCD1C9C1B1833X0","趙秉稷","조병직","양주(楊州)",1833,1901,"silver"
"G002+AKS-KHF_13D55CC775BAA8B1703X0","韓翼謩","한익모","청주(淸州)",1703,1781,"silver"
"G002+AKS-KHF_13C774CD5CC6D0B1691X0","李最源","이최원","광주(廣州)",1691,,"silver"
"G002+AKS-KHF_13C720C2DCD589B1566X0","柳時行","유시행","진주(晉州[土])",1566,,"silver"
"G002+AKS-KHF_13BC15D544BA85B1658X0","朴弼明","박필명","반남(潘南)",1658,1716,"silver"
"G002+AKS-KHF_13AD6CB9CCB9ACB1656X0","具萬理","구만이","능성(綾城)",1656,1721,"silver"
"G002+AKS-KHF_13C18CD638C778B1356X0","蘇好仁","소호인","진주(晉州)",1356,,"plastic"
"G002+AKS-KHF_13AD8CC784C911B1583X0","權任中","권임중","안동(安東)",1583,,"silver"
"G002+AKS-KHF_13AE40C0C1C6D0B1665X0","金相元","김상원","연안(延安)",1665,1727,"silver"
"G002+AKS-KHF_13BBFCC218CC9CD1530X0","閔壽千","민수천","여흥(驪興)",,1530,"silver"
"G002+AKS-KHF_13C11CC720B828B1744X0","徐有鍊","서유연","대구(大丘)",1744,1803,"silver"
"G002+AKS-KHF_13BC15ACB8C778U9999X0","朴兼仁","박겸인","죽산(竹山)",,,"silver"
"G002+AKS-KHF_13BAA9CDE8C120B1574X0","睦取善","목취선","사천(泗川)",1574,1619,"silver"
"G002+AKS-KHF_12D5C8BD80FFFFB1797X0","許傳","허전","양천(陽川)",1797,1886,"silver"
"G002+AKS-KHF_12C724D68CFFFFB1380X0","尹淮","윤회","무송(茂松)",1380,1436,"silver"
"G002+AKS-KHF_13AE40C751D615B1627X0","金應亨","김응형","풍산(豊山)",1627,,"plastic"
"G002+AKS-KHF_13AE40C815D76CB1786X0","金正喜","김정희","경주(慶州)",1786,1856,"silver"
"G002+AKS-KHF_12C2ECC720FFFFB1620X0","沈攸","심유","청송(靑松)",1620,1688,"silver"
"G002+AKS-KHF_13AD8CBA85AD6DB1836X0","權命菊","권명국","안동(安東)",1836,,"silver"
"G002+AKS-KHF_13AE40ACBDC9D5B1589X0","金慶徵","김경징","순천(順天)",1589,1637,"silver"
"G002+AKS-KHF_13C815C774C6D0B1843X0","鄭履源","정이원","영일(迎日)",1843,1899,"silver"
"G002+AKS-KHF_12C548C8FCFFFFB1500X0","安宙","안주","광주(廣州)",1498,1569,"plastic"
"G002+AKS-KHF_12CD5CC218FFFFB1589X0","崔琇","최수","강릉(江陵)",1589,1654,"plastic"
"G002+AKS-KHF_13AE40C0BCC900U9999X0","金三俊","김삼준","언양(彦陽)",,,"plastic"
"G002+AKS-KHF_13C774C6D0B85DB1515X0","李元祿","이원녹","덕수(德水)",1515,1574,"silver"
"G002+AKS-KHF_13C774C775BCF4B1708X0","李益輔","이익보","연안(延安)",1708,1767,"silver"
"G002+AKS-KHF_12AE40C6B0FFFFB1607X0","金楀","김우","강릉(江陵)",1607,,"silver"
"G002+AKS-KHF_13AE40C9C4C9C0U9999X0","金震知","김진지","보령(保寧)",,,"plastic"
"G002+AKS-KHF_12C774D30CFFFFB1434X0","李坡","이파","한산(韓山)",1434,1486,"silver"
"G002+AKS-KHF_13C724B4DDC6B0B1719X0","尹得雨","윤득우","해평(海平)",1719,1774,"silver"
"G002+AKS-KHF_13C774C131C911B1706X0","李成中","이성중","전주(全州)",1706,1760,"silver"
"G002+AKS-KHF_13BC15C885ACBDB1765X0","朴宗慶","박종경","반남(潘南)",1765,1817,"silver"
"G002+AKS-KHF_13AE40C5B5B839B1529X0","金億齡","김억영","안동(安東[舊])",1529,,"silver"
"G002+AKS-KHF_13AE40D6A8C218B1742X0","金孝秀","김효수","광산(光山)",1742,,"silver"
"G002+AKS-KHF_13BC15C6A9B300B1825X0","朴容大","박용대","밀양(密陽)",1825,,"silver"
"G002+AKS-KHF_13C1A1AD11BCBDB1628X0","宋光璧","송광벽","야로(冶爐)",1628,1701,"plastic"
"G002+AKS-KHF_12C720C740FFFFB1540X0","柳溵","유은","고흥(高興)",1540,,"silver"
"G002+AKS-KHF_12AE40C0C1FFFFU9999X2","金湘","김상","순천(順天)",,,"plastic"
"G002+AKS-KHF_12C774C720FFFFB1577X0","李愈","이유","평창(平昌)",1577,1659,"plastic"
"G002+AKS-KHF_13C774C0ACACBDB1569X0","李士慶","이사경","용인(龍仁)",1569,1621,"silver"
"G002+AKS-KHF_13CD5CC219C815B1432X0","崔淑精","최숙정","양천(陽川)",1432,1479,"plastic"
"G002+AKS-KHF_12AE40BC29FFFFB1706X0","金埅","김방","예안(禮安)",1706,,"plastic"
"G002+AKS-KHF_12C724D718FFFFB1571X0","尹暉","윤휘","해평(海平)",1571,1644,"silver"
"G002+AKS-KHF_13C1A1C815BA85B1670X0","宋正明","송정명","여산(礪山)",1670,1718,"silver"
"G002+AKS-KHF_13C774BCD1C2DDB1811X0","李秉植","이병식","전주(全州)",1811,,"plastic"
"G002+AKS-KHF_13C624C724ACB8B1559X0","吳允謙","오윤겸","해주(海州)",1559,1636,"silver"
"G002+AKS-KHF_13D55CC7ACC6D0B1663X0","韓在垣","한재원","청주(淸州)",1663,,"silver"
"G002+AKS-KHF_13C720D76CADDCU9999X0","柳希規","유희규","진주(晉州[移])",,,"silver"
"G002+AKS-KHF_13C774ADFCD544B1816X0","李根弼","이근필","전의(全義)",1816,1882,"silver"
"G002+AKS-KHF_13BB38C9D5D6C4B1632X0","文徵後","문징후","남평(南平)",1632,,"plastic"
"G002+AKS-KHF_13C774BC31B9B0B1621X0","李伯麟","이백인","전주(全州)",1621,1667,"silver"
"G002+AKS-KHF_13B178C724CC3DU9999X0","盧允昌","노윤창","청도(淸道)",,,"plastic"
"G002+AKS-KHF_13C724C601D76CB1761X0","尹永僖","윤영희","파평(坡平)",1761,,"silver"
"G002+AKS-KHF_13AE40C0C1C801B1708X0","金尙迪","김상적","강릉(江陵)",1708,1750,"silver"
"G002+AKS-KHF_13C774B9CCBD09B1640X0","李萬封","이만봉","전의(全義)",1640,1684,"silver"
"G002+AKS-KHF_12C2ECACE1FFFFB1695X0","沈瑴","심곡","청송(靑松)",1695,,"silver"
"G002+AKS-KHF_12C720B798FFFFB1687X0","柳徠","유내","진주(晉州[土])",1687,1728,"silver"
"G002+AKS-KHF_13BC15B3D9C5F4B1564X0","朴東說","박동열","반남(潘南)",1564,1622,"silver"
"G002+AKS-KHF_12AE40B9F9FFFFB1410X0","金孟","김맹","김해(金海)",1410,1483,"silver"
"G002+AKS-KHF_12AE40CE58FFFFB1577X0","金緻","김치","안동(安東[舊])",1577,1625,"silver"
"G002+AKS-KHF_13C1A1B450BB38B1601X0","宋斗文","송두문","홍주(洪州)",1601,,"plastic"
"G002+AKS-KHF_12CC44B77DFFFFB1502X0","蔡洛","채낙","인천(仁川)",1502,1553,"silver"
"G002+AKS-KHF_13C774C138D615D1442X0","李世衡","이세형","강진(康津)",,1442,"plastic"
"G002+AKS-KHF_12C815C2E4FFFFB1701X0","鄭宲","정실","영일(迎日)",1701,1776,"silver"
"G002+AKS-KHF_12ACBDC219FFFFU9999X0","慶俶","경숙","청주(淸州)",,,"silver"
"G002+AKS-KHF_13CD5CCCADAC15U9999X0","崔淸江","최청강","미상(未詳)",,,"plastic"
"G002+AKS-KHF_13CD5CBA85AE38B1586X0","崔鳴吉","최명길","전주(全州)",1586,1647,"silver"
"G002+AKS-KHF_13C815C81CC120B1645X0","鄭濟先","정제선","동래(東萊)",1645,1701,"silver"
"G002+AKS-KHF_13C774C0C1C9C4B1626X0","李象震","이상진","광주(廣州)",1626,1659,"silver"
"G002+AKS-KHF_13D669CC98D638B1707X0","黃處浩","황처호","장수(長水)",1707,,"silver"
"G002+AKS-KHF_13C1A1C9C4BA85B1688X0","宋眞明","송진명","여산(礪山)",1688,1738,"silver"
"G002+AKS-KHF_13BC15ACC4C601B1597X0","朴啓榮","박계영","밀양(密陽)",1597,,"silver"
"G002+AKS-KHF_13D55CBC30D558B1650X0","韓配夏","한배하","청주(淸州)",1650,1722,"silver"
"G002+AKS-KHF_13C774D589C6B0B1606X0","李行遇","이행우","전의(全義)",1606,1651,"silver"
"G002+AKS-KHF_13AE40C138B834B1593X0","金世濂","김세염","선산(善山)",1593,1646,"silver"
"G002+AKS-KHF_13C870BA85CC44B1700X0","曺命采","조명채","창녕(昌寧)",1700,1764,"silver"
"G002+AKS-KHF_13C724D718C815B1676X0","尹彙貞","윤휘정","파평(坡平)",1676,,"silver"
