id1,namehg1,namehj1,year,prevdegreehg,prevdegreehj,source,courtesynamehg,courtesynamehj,ancestralseathg,choronymhg,ancestralseathj,choronymhj,addresshg,addresshj,pennamehg,pennamehj,posthumoustitlehg,posthumoustitlehj,error
5864,김진표,金震標,1653,전좌랑,前佐郞,"MTPA 193B 1B; PSTP 21-028A, 23-022B",건중,建中,순천,순천 김,順天,順天 金,경,京,오애,涯,,,
5865,경최,慶,1653,진사,進士,"MTPB 238B 2A; PSTP 43-074A, 46-060A; CWSR 6719",악선,樂善,청주,청주 경,淸州,淸州 慶,경,京,신강,新江,,,
5866,권대재,權大載,1653,생원,生員,MTPB 055B 3D; PSTP 30-033B; CWS 39-175下A,중차,仲車,안동,안동 권,安東,安東 權,경,京,"간은(艮隱), 돈간재",敦艮齋,,,
5867,김만기,金萬基,1653,진사,進士,"MTPA 157B 2D; PSTP 16-009B, 31-040A; CWSR 7243; CWS 39-094下B",영숙,永叔,광산,광산 김,光山,光山 金,경,京,"둔암(遁菴), 서석",瑞石,문충,文忠,
5868,송시철,宋時喆,1653,좌랑,佐郞,MTPB 180B 3D; PSTP 19-018A; CWSR 5133,보숙,保叔,여산,여산 송,礪山,礪山 宋,경,京,설촌,雪村,,,
5869,김지안,金志顔,1653,전별제,前別提,MTP NL,여인,汝仁,강릉,강릉 김,江陵,江陵 金,강릉,江陵,,,,,
5870,정숙주,鄭叔周,1653,전참봉,前奉,MTPA 244B 3D,자정,子禎,연일,연일 정,延日,延日 鄭,전주,全州,학포,學圃,,,
5871,이관징,李觀徵,1653,정릉참봉,靖陵奉,"MTPA 080A 4A; PSTP 10-066B, 39-081A; CWSR 6219, 7138+; CWS 39-368下A",국빈,國賓,연안,연안 이,延安,延安 李,경,京,근곡,芹谷,정희,貞僖,
5872,나만엽,羅萬葉,1653,무공랑,務功郞,MTPB 223B 1C,무숙,茂叔,안정,안정 나,安定,安定 羅,청주,淸州,,,,,
5873,우규,禹糾,1653,생원,生員,MTP NL,이정,而正,단양,단양 우,丹陽,丹陽 禹,안성,安城,,,,,
5874,김천일,金千鎰,1653,진사,進士,MTPA 187B 2A,백강,伯剛,선산,선산 김,善山,善山 金,거창,居昌,,,,,
5875,송윤길,宋胤吉,1653,진사,進士,MTPB 181B 3AP,세숙,世叔,여산,여산 송,礪山,礪山 宋,경,京,,,,,
5876,유현,柳俔,1653,유학,幼學,MTP NL ; PSTP 28-040B,경보,磬甫,문화,문화 유,文化,文化 柳,창평,昌平,수초당,遂初堂,,,
5877,오득천,吳得天,1653,진사,進士,MTP NL,대재,大哉,해주,해주 오,海州,海州 吳,안변,安邊,,,,,
5878,한우기,韓友琦,1653,유학,幼學,MTP NL,상우,尙于,청주,청주 한,淸州,淸州 韓,함흥,咸興,,,,,
5879,박세모,朴世模,1654,내시교관,內侍敎官,MTPA 204B 4C; PSTP 26-020B,여도,汝道,반남,반남 박,潘南,潘南 朴,경,京,,,,,
5880,이동로,李東老,1654,통덕,通德,"MTPA 003A 2B; PSTP 01-036B, 12-009A; CWSR 0340",원룡,元龍,전주,전주 이,全州,全州 李,경,京,,,,,
5881,박세견,朴世堅,1654,군수,郡守,MTPA 204B 2C; PSTP 26-011A; CWSR 5626,중고,仲固,반남,반남 박,潘南,潘南 朴,경,京,단애,湍厓,,,
5882,이사익,李四翼,1654,통덕,通德,MTPA 085B 4B; PSTP 12-015B,봉래,鳳來,전의,전의 이,全義,全義 李,,,,,,,
5883,유지방,柳之芳,1654,통덕,通德,"MTPB 013A 1D; PSTP 08-073B, 29-044B; CWSR 1331",자화,子華,진주,진주 유,晋州,晋州 柳,경,京,,,,,
5884,김만균,金萬均,1654,진사,進士,"MTPA 157B 2D; PSTP 10-006A, 16-007A; CWSR 4715, 5659, 6855",정평,正平,광산,광산 김,光山,光山 金,경,京,사휴,思休,,,
5885,유경립,柳經立,1654,생원,生員,MTPB 018B 3C; PSTP 28-060B,문수,文,전주,전주 유,全州,全州 柳,안동,安東,,,,,
5886,이복,李馥,1654,생원,生員,MTPA 130B 2C; PSTP 41-019B,면여,勉餘,성주,성주 이,星州,星州 李,선산,善山,양계,陽溪,,,
5887,여성제,呂聖齊,1654,강릉참봉,康陵奉,"MTPB 219A 4D; PSTP 22-076A, 43-050B; CWSR 6449, 7245, 7284; CWS 39-252上A",희천,希天,함양,함양 여,咸陽,咸陽 呂,경,京,운포,雲浦,정혜,靖惠,
5888,맹주서,孟胄瑞,1654,통덕,通德,MTPB 234B 4A; PSTP 33-016B,휴징,休徵,신창,신창 맹,新昌,新昌 孟,,,,,,,
5889,유지,柳,1654,통덕,通德,MTPB 018B 3C; PSTP 28-063B,중오,重五,전주,전주 유,全州,全州 柳,안동,安東,괴애,乖厓,,,
5890,홍여하,洪汝河,1654,통덕,通德,MTPB 043B 1D; PSTP 33-105A,"백원(百源), 응도",應圖,부계,부계 홍,缶溪,缶溪 洪,안동,安東,"목재(木齋), 산택재(山澤齋), 대박산인",大朴山人,,,
5891,송규렴,宋奎濂,1654,무공,務功,"MTPB 183B 4B; PSTP 15-047B; CWSR 4726, 5869; CWS 40-329上A",도원,道源,은진,은진 송,恩津,恩津 宋,회덕,懷德,제월당,霽月堂,문희,文僖,
5892,이수항,李守恒,1654,생원,生員,MTPA 149A 1C; PSTP 25-033A,자징,子徵,순천,순천 이,順天,順天 李,경,京,,,,,
5893,허필,許苾,1654,생원,生員,MTP NL,숙형,叔馨,양천,양천 허,陽川,陽川 許,함창,咸昌,,,,,
5894,김진,金縝,1654,진사,進士,MTPA 179A 2D; PSTP 17-024B; CWSR 5780,군옥,君玉,연안,연안 김,延安,延安 金,연안,延安,,,,,
5895,곽세익,郭世翼,1654,생원,生員,MTPB 235B 2A,구만,九萬,현풍,현풍 곽,玄風,玄風 郭,밀양,密陽,둔곡,遯谷,,,
5896,민사겸,閔思謙,1654,생원,生員,MTPB 143A 3DP; PSTP 12-014A,익지,益之,여흥,여흥 민,驪興,驪興 閔,강릉,江陵,악진당,樂眞堂,,,
5897,심재,沈梓,1654,통덕,通德,"MTPB 119A 4B; PSTP 13-056B, 35-078B; CWSR 6754, 7257; CWS 39-288上B",문숙,文叔,청송,청송 심,靑松,靑松 沈,경,京,양졸재,養拙齋,,,
5898,변황,卞榥,1654,통덕,通德,MTPB 236A 1A; CWSR 5710,문거,文擧,초계,초계 변,草溪,草溪 卞,청주,淸州,,,,,
5899,김준,金濬,1654,종사,從仕,MTPA 198B 4C,,,예안,예안 김,禮安,禮安 金,양구,楊口,,,,,
5900,권도,權鍍,1654,생원,生員,MTP NL ; PSTP 30-048A,분여,賁如,안동,안동 권,安東,安東 權,예천,醴泉,,,,,
5901,도여원,都汝垣,1654,생원,生員,MTP NL,평보,平甫,팔거,팔거 도,八,八 都,고령,高靈,신당,新堂,,,
5902,이형천,李亨千,1654,생원,生員,MTP NL,익세,翊世,벽진,벽진 이,碧珍,碧珍 李,성주,星州,,,,,
5903,송정렴,宋挺濂,1654,생원,生員,MTPB 184A 1B,계맹,繼孟,은진,은진 송,恩津,恩津 宋,삼가,三嘉,존양재,存養齋,,,
5904,강여호,姜汝,1654,유학,幼學,MTPB 115A 3A; PSTP 44-054A,계숙,啓叔,진주,진주 강,晋州,晋州 姜,김산,金山,기재,耆齋,,,
5905,이시담,李時,1654,통덕,通德,MTPA 144B 1DP,이정,而楨,평창,평창 이,平昌,平昌 李,평양,平壤,,,,,
5906,여영징,呂榮徵,1654,통사,通仕,MTPB 220B 4A,자달,子達,성주,성주 여,星州,星州 呂,김산,金山,,,,,
5907,정익,鄭瀷,1654,생원,生員,MTPA 236A 1B,양원,養源,동래,동래 정,東萊,東萊 鄭,영동,永同,,,,,
5908,안여지,安汝止,1654,유학,幼學,MTP NL ; PSTP 32-029B,경부,敬夫,죽산,죽산 안,竹山,竹山 安,함평,咸平,,,,,
5909,김탁,金鐸,1654,유학,幼學,MTP NL,위경,衛卿,, 김,, 金,정평,定平,,,,,
5910,안후창,安後昌,1654,통덕,通德,"MTPB 133B 2D; PSTP 01-036A, 32-053B; CWSR 0339, 0808, 6981",흥숙,興叔,광주,광주 안,廣州,廣州 安,경,京,,,,,
5911,원적,元,1654,통덕,通德,MTPB 202B 3A; PSTP 37-052B; CWSR 1024,여구,汝久,원주,원주 원,原州,原州 元,원주,原州,,,,,
5912,최진남,崔鎭南,1654,선교,宣敎,MTPB 001A 3A,자중,子重,경주,경주 최,慶州,慶州 崔,대구,大丘,,,,,
5913,강상선,姜象先,1654,생원,生員,MTPB 111A 1C,효장,孝章,진주,진주 강,晋州,晋州 姜,용궁,龍宮,,,,,
5914,정동엽,鄭東燁,1654,생원,生員,MTPA 253A 2C; PSTP 20-068B,자회,子晦,장기,장기 정,長,長 鄭,공주,公州,,,,,
5915,박거화,朴居華,1654,생원,生員,MTPA 221B 1DP,실혜,實兮,함양,함양 박,咸陽,咸陽 朴,예천,醴泉,,,,,
5916,김광진,金光瑨,1654,유학,幼學,MTP NL ; CWSR 5693,진옥,晋玉,광산,광산 김,光山,光山 金,길주,吉州,,,,,
5917,박율,朴,1654,생원,生員,MTPA 227B 1C; PSTP 43-046B,자명,子明,울산,울산 박,蔚山,蔚山 朴,해주,海州,오산,梧山,,,
5918,마현겸,馬玄謙,1654,유학,幼學,MTP NC,천휘,天,목천,목천 마,木川,木川 馬,장단,長湍,,,,,
5919,유경,柳炅,1655,유학,幼學,MTPB 019A 1D; PSTP 28-082B,중회,重晦,전주,전주 유,全州,全州 柳,경,京,,,,,
5920,권두추,權斗樞,1655,진사,進士,"MTPB 058B 3A; PSTP 30-034B, 34-040B; CWSR 6864, 7256",여강,汝綱,안동,안동 권,安東,安東 權,경,京,,,,,
5921,이백린,李伯麟,1655,세마,洗馬,"MTPA 038A 1A; PSTP 05-061A; CWSR 4889, 6741",성서,聖瑞,전주,전주 이,全州,全州 李,경,京,,,,,
5922,김수흥,金壽興,1655,진사,進士,"MTPA 171A 1B; PSTP 15-083A, 23-068A; CWSR 5881, 6497",기지,起之,안동,안동 김,安東,安東 金,경,京,퇴우당,退憂堂,문익,文翼,
5923,이숙,李,1655,진사,進士,"MTPA 139A 4C; PSTP 26-020B; CWS 39-126下B, 39-144上B",중우,仲羽,우봉,우봉 이,牛峰,牛峰 李,경,京,일휴당,逸休堂,,,
5924,오상,吳尙,1655,진사,進士,MTPB 109A 1A; PSTP 45-034B; CWSR 3188,상지,尙之,보성,보성 오,寶城,寶城 吳,경,京,,,,,
5925,김우,金,1655,진사,進士,MTPA 177A 4C; PSTP 18-009B; CWSR 4718,무숙,茂叔,강릉,강릉 김,江陵,江陵 金,경,京,수창,睡窓,,,
5926,이민적,李敏迪,1656,전세마,前洗馬,"MTPA 035B 2D; PSTP 05-047A, 41-003A; CWSR 4725; CWS 38-166下B",혜중,惠仲,전주,전주 이,全州,全州 李,경,京,죽서,竹西,,,
5927,조윤석,趙胤錫,1656,공조정랑,工曹正郞,"MTPB 079B 2A; PSTP 15-072A, 24-054A; CWSR 6447, 6863",백승,伯承,양주,양주 조,楊州,楊州 趙,경,京,용은,隱,,,
5928,남구만,南九萬,1656,진사,進士,"MTPB 153B 4C; PSTP 19-038A, 30-015B, 37-029A; CWS 40-390上A, 40-406上A",운로,雲路,의녕,의녕 남,宜寧,宜寧 南,경,京,약천,藥泉,문충,文忠,
5929,강필주,姜弼周,1656,생원,生員,MTP NL ; PSTP 36-059A,대로,大老,진주,진주 강,晋州,晋州 姜,영광,靈光,,,,,
5930,윤필은,尹弼殷,1656,생원,生員,"MTP NL ; PSTP 14-025A; CWSR 0768, 5468, 5878, 6763, 7107",탕경,湯卿,파평,파평 윤,坡平,坡平 尹,익산,益山,,,,,
5931,오시수,吳始壽,1656,진사,進士,"MTPB 107B 2B; PSTP 30-031A, 45-032B; CWSR 7295",덕이,德而,동복,동복 오,同福,同福 吳,경,京,수촌,水村,,,
5932,이연,李演,1656,진사,進士,"MTPA 129B 1B; PSTP 13-093B, 19-002A",휘고,輝古,성주,성주 이,星州,星州 李,경,京,은암,隱巖,정헌,靖憲,
5933,권양,權讓,1656,유학,幼學,MTPB 055A 4D; PSTP 30-021B; CWSR 6050,예경,禮卿,안동,안동 권,安東,安東 權,한산,韓山,,,,,
5934,권숙,權,1656,유학,幼學,"MTPB 055A 4D; PSTP 30-020B; CWSR 5920, 6046",사안,士安,안동,안동 권,安東,安東 權,한산,韓山,,,,,
5935,이하,李夏,1656,유학,幼學,MTPA 020B 3B; PSTP 03-013A; CWSR 2254a,하경,夏卿,전주,전주 이,全州,全州 李,경,京,,,,,
5936,민중로,閔重魯,1657,봉직,奉直,MTP NL ; PSTP 43-036B; CWSR 7283,동망,東望,여흥,여흥 민,驪興,驪興 閔,경,京,,,,,
5937,이명빈,李明彬,1657,호군,護軍,MTPA 038A 1CP; CWSR 4926,문재,文哉,전주,전주 이,全州,全州 李,경,京,,,,,
5938,조세환,趙世煥,1657,생원,生員,"MTPB 087B 3B; PSTP 24-076A; CWSR 1247, 6399",의망,望,임천,임천 조,林川,林川 趙,홍주,洪州,수촌,樹村,,,
5939,김진원,金振元,1657,생원,生員,MTP NL,인숙,仁叔,광산,광산 김,光山,光山 金,충주,忠州,,,,,
5940,이해,李楷,1657,유학,幼學,MTPA 143B 3C,원례,元禮,재령,재령 이,載寧,載寧 李,영해,寧海,,,,,
5941,윤수두,尹壽斗,1657,생원,生員,MTPA 280B 1A; CWSR 5725,형유,亨有,함안,함안 윤,咸安,咸安 尹,광주,光州,,,,,
5942,이구징,李耉徵,1657,진사,進士,MTPA 067A 3A; PSTP 09-017A,대년,大年,경주,경주 이,慶州,慶州 李,경주,慶州,죽헌,竹軒,,,
5943,정재해,鄭載海,1657,진사,進士,"MTPA 230A 1B; PSTP 15-039A, 19-031A",여진,汝振,동래,동래 정,東萊,東萊 鄭,경,京,,,,,
5944,곽후창,郭後昌,1657,진사,進士,MTPB 235B 2C,흥숙,興叔,현풍,현풍 곽,玄風,玄風 郭,대구,大丘,농포,農圃,,,
5945,홍인량,洪仁量,1657,진사,進士,MTPB 033B 3DP,덕우,德宇,남양,남양 홍,南陽,南陽 洪,의성,義城,,,,,
5946,유명윤,兪命胤,1657,유학,幼學,"MTPB 195B 4C; PSTP 23-068A, 39-016A",윤보,胤甫,기계,기계 유,杞溪,杞溪 兪,,,,,,,
5947,김세정,金世鼎,1657,전도사,前都事,"MTPA 158A 3B; PSTP 10-026B, 28-043B; CWSR 6181",자중,子重,광산,광산 김,光山,光山 金,경,京,,,,,
5948,한정일,韓井一,1657,참봉,奉,MTPB 095A 1A; PSTP 31-024B; CWSR 6886,성공,聖拱,청주,청주 한,淸州,淸州 韓,경,京,,,,,
5949,유진창,柳晋昌,1657,통덕,通德,MTPB 013B 3C; PSTP 29-048A,두장,斗章,진주,진주 유,晋州,晋州 柳,경,京,,,,,
5950,이운림,李雲林,1657,선교,宣敎,"MTP NL ; PSTP 12-036A, 13-094B",덕무,德茂,전의,전의 이,全義,全義 李,괴산,槐山,,,,,
5951,정중휘,鄭重徽,1657,진사,進士,MTPA 245A 3A; PSTP 20-025A; CWSR 1508,신백,愼伯,해주,해주 정,海州,海州 鄭,경,京,돈곡,敦谷,,,
5952,김택,金澤,1657,진사,進士,MTPA 194B 1B,태원,泰元,부안,부안 김,扶安,扶安 金,부안,扶安,포정,浦亭,,,
5953,이달의,李達意,1657,전참봉,前奉,MTPA 068A 1B; PSTP 09-034B; CWSR 6261,이정,以正,경주,경주 이,慶州,慶州 李,영천,榮川,,,,,
5954,이경과,李慶果,1657,통덕,通德,MTPA 067B 4A; PSTP 09-031A,석지,碩之,경주,경주 이,慶州,慶州 李,경,京,,,,,
5955,오명설,吳命說,1657,통덕,通德,MTPB 107A 1A; PSTP 45-026A,용여,用汝,해주,해주 오,海州,海州 吳,영광,靈光,"조은(釣隱), 임계",臨溪,,,
5956,노상흠,盧尙欽,1657,생원,生員,MTP NL,흠지,欽之,장연,장연 노,長淵,長淵 盧,충주,忠州,,,,,
5957,원진택,元振澤,1657,생원,生員,"MTPB 203B 2D; PSTP 37-057B, 37-065B",시보,施甫,원주,원주 원,原州,原州 元,원주,原州,,,,,
5958,권극휴,權克休,1657,생원,生員,MTP NL,시원,時遠,안동,안동 권,安東,安東 權,함창,咸昌,,,,,
5959,이세화,李世華,1657,생원,生員,MTPA 141B 2C; PSTP 14-055B; CWS 39-606上B,군실,君實,부평,부평 이,富平,富平 李,경,京,"칠정(七井), 정곡",井谷,"충숙(忠肅), 문익",文翼,
5960,박순,朴純,1657,진사,進士,"MTPA 217B 1C; PSTP 27-040B, 28-072A; CWSR 7282",자수,子粹,밀양,밀양 박,密陽,密陽 朴,경,京,취헌,翠軒,,,
5961,김빈,金,1657,진사,進士,MTPA 183B 4C,빈여,餘,의성,의성 김,義城,義城 金,예천,醴泉,갈천,葛川,,,
5962,김시영,金是榮,1657,진사,進士,MTPA 184A 1B,인여,仁汝,의성,의성 김,義城,義城 金,성주,星州,청음,淸陰,,,
5963,송창,宋昌,1657,유학,幼學,MTPB 190B 4B; PSTP 21-064B; CWS 40-202下A,한경,漢卿,진천,진천 송,鎭川,鎭川 宋,전주,全州,우곡,藕谷,,,
5964,봉륜,奉綸,1657,유학,幼學,MTP NL,중선,仲宣,하음,하음 봉,河陰,河陰 奉,천안,天安,,,,,
5965,양정신,楊廷藎,1657,유학,幼學,MTP NL,사진,士進,안악,안악 양,安岳,安岳 楊,평양,平壤,,,,,
5966,홍종문,洪鍾聞,1657,유학,幼學,MTP NL ; PSTP 33-081B,추경,秋卿,풍산,풍산 홍,豊山,豊山 洪,남평,南平,,,,,
5967,김석지,金錫之,1657,유학,幼學,MTP NL,시우,時遇,연안,연안 김,延安,延安 金,정주,定州,,,,,
5968,김세희,金世熙,1657,유학,幼學,MTP NL,숙명,叔明,평양,평양 김,平壤,平壤 金,평양,平壤,,,,,
5969,조홍벽,趙弘璧,1657,유학,幼學,MTP NC,국보,國寶,함열,함열 조,咸悅,咸悅 趙,자산,慈山,,,,,
5970,최준형,崔俊衡,1657,생원,生員,MTPB 002B 1A; PSTP 39-057B,사중,士重,전주,전주 최,全州,全州 崔,경,京,,,,,
5971,유시번,柳時蕃,1657,사과,司果,MTPB 013A 3CP; PSTP 29-022AP; CWSR 4902,창세,昌世,진주,진주 유,晋州,晋州 柳,경,京,,,,,
5972,윤지미,尹趾美,1657,현감,縣監,MTPA 257B 3B; PSTP 22-038A; CWSR 6459f,백린,伯麟,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
5973,이합,李,1657,진사,進士,"MTPA 104A 1C; PSTP 11-018A, 39-059B; CWSR 5407, 7103, 7244",윤적,允迪,덕수,덕수 이,德水,德水 李,경,京,대산,臺山,,,
5974,이익,李翊,1657,진사,進士,MTPA 139A 4C; CWS 39-230上A,계우,季羽,우봉,우봉 이,牛峰,牛峰 李,경,京,수와,睡窩,,,
5975,소두산,蘇斗山,1660,진사,進士,MTPB 244B 3B,망여,望汝,진주,진주 소,晋州,晋州 蘇,익산,益山,월주,月洲,,,
5976,이숙달,李叔達,1660,참봉,奉,"MTPA 044A 4C; PSTP 06-030A, 33-023A; CWSR 5618",순원,舜元,전주,전주 이,全州,全州 李,경,京,,,,,
5977,최치옹,崔致翁,1660,유학,幼學,"MTPB 006B 1B; PSTP 39-079B, 39-089A",우봉,虞鳳,삭녕,삭녕 최,朔寧,朔寧 崔,남원,南原,오주,鰲洲,,,
5978,신후재,申厚載,1660,진사,進士,"MTPB 044B 3C; PSTP 29-038B; CWSR 6427, 7296",덕부,德夫,평산,평산 신,平山,平山 申,경,京,서암,恕菴,,,
5979,이익상,李翊相,1660,참봉,奉,MTPA 072B 1D; PSTP 10-020B; CWS 39-252下A,필경,弼卿,연안,연안 이,延安,延安 李,경,京,매간,梅磵,문희,文僖,
5980,이광직,李光稷,1660,통덕,通德,"MTPA 091B 4C; PSTP 13-015A, 15-047B; CWSR 5870, 7243",자휘,子輝,한산,한산 이,韓山,韓山 李,경,京,희암,希菴,,,
5981,손단,孫湍,1660,통덕,通德,MTPB 224B 3C,심원,深遠,일직,일직 손,一直,一直 孫,대구,大丘,졸암,拙菴,,,
5982,이후,李煦,1660,생원,生員,MTPA 067B 3B; PSTP 09-029B,화숙,和叔,경주,경주 이,慶州,慶州 李,춘천,春川,,,,,
5983,김윤장,金潤璋,1660,진사,進士,MTP NL,문옥,文玉,상주,상주 김,尙州,尙州 金,풍기,豊基,,,,,
5984,이전,李,1660,생원,生員,MTPA 067B 3B; PSTP 09-029A,사회,士晦,경주,경주 이,慶州,慶州 李,경,京,,,,,
5985,김총,金,1660,진사,進士,MTPA 157B 1D; PSTP 16-024A,명보,明寶,광산,광산 김,光山,光山 金,예안,禮安,,,,,
5986,이영혐,李英,1660,진사,進士,MTP NL,사형,士馨,예안,예안 이,禮安,禮安 李,원주,原州,,,,,
5987,김시욱,金時郁,1660,유학,幼學,MTP NL,숙빈,叔賓,김해,김해 김,金海,金海 金,평양,平壤,,,,,
5988,윤변,尹,1660,봉사,奉事,MTPA 258B 1A; PSTP 22-049B,악도,樂道,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
5989,정재숭,鄭載嵩,1660,참봉,奉,"MTPA 229B 4B; PSTP 12-028A, 19-026B, 26-007A, 39-084B; CWSR 7119; CWS 39-262上A",자고,子高,동래,동래 정,東萊,東萊 鄭,경,京,,,,,
5990,이유룡,李猶龍,1660,통덕,通德,MTPA 091A 4D; PSTP 13-002B,운경,雲卿,한산,한산 이,韓山,韓山 李,전주,全州,,,,,
5991,박이문,朴以文,1660,통덕,通德,MTPA 219A 1B; CWSR 5802,숙회,叔會,밀양,밀양 박,密陽,密陽 朴,경,京,,,,,
5992,권적,權迪,1660,생원,生員,MTPS 180A 1A; PSTP 30-065A,계여,啓余,안동,안동 권,安東,安東 權,예천,醴泉,구곡,鳩谷,,,
5993,이재용,李在容,1660,생원,生員,MTPA 147B 1D,이능,爾能,흥양,흥양 이,興陽,興陽 李,상주,尙州,,,,,
5994,박신규,朴信圭,1660,진사,進士,"MTPA 217A 4D; PSTP 27-036A, 41-002B; CWSR 7195; CWS 39-098下B",봉경,奉卿,밀양,밀양 박,密陽,密陽 朴,경,京,,,,,
5995,박인기,朴仁基,1660,진사,進士,MTPA 205A 3C; PSTP 26-043B,공이,公耳,반남,반남 박,潘南,潘南 朴,영천,榮川,취헌,翠軒,,,
5996,이영갑,李英甲,1660,진사,進士,MTPA 067B 2A,화언,華彦,경주,경주 이,慶州,慶州 李,함창,咸昌,,,,,
5997,김응형,金應亨,1660,유학,幼學,MTP NC,달부,達夫,풍천,풍천 김,豊川,豊川 金,영유,永柔,,,,,
5998,김소하,金韶夏,1660,유학,幼學,MTP NL,봉의,鳳儀,나주,나주 김,羅州,羅州 金,개성,開城,,,,,
5999,김태일,金兌一,1660,유학,幼學,MTPA 198B 4D,추백,秋伯,예안,예안 김,禮安,禮安 金,예천,醴泉,노주,蘆洲,,,
6000,김세행,金世行,1660,참봉,奉,MTPA 177A 4D; PSTP 18-009A,건보,健甫,강릉,강릉 김,江陵,江陵 金,강릉,江陵,,,,,
6001,원탈,元,1660,통덕,通德,MTPB 202B 3A; PSTP 37-053A,여건,汝建,원주,원주 원,原州,原州 元,원주,原州,,,,,
6002,정재희,鄭載禧,1660,통덕,通德,"MTPA 230A 3B; PSTP 19-036B, 29-021B, 32-021B; CWS 40-391下B",자순,子純,동래,동래 정,東萊,東萊 鄭,,,양촌,陽村,,,
6003,이계,李棨,1660,통덕,通德,"MTP NL ; PSTP 05-016B; CWSR 4260, 6441",위부,衛夫,전주,전주 이,全州,全州 李,경,京,,,,,
6004,이순원,李舜元,1660,생원,生員,MTPA 012B 4B; PSTP 02-027A; CWSR 0984a,백거,伯擧,전주,전주 이,全州,全州 李,청주,淸州,,,,,
6005,윤보은,尹輔殷,1660,생원,生員,MTP NL,은경,殷卿,파평,파평 윤,坡平,坡平 尹,익산,益山,,,,,
6006,조헌경,曺憲卿,1660,진사,進士,"MTPB 213A 1A; PSTP 19-002A, 42-117B; CWSR 5899",사빈,士斌,창녕,창녕 조,昌寧,昌寧 曺,경,京,,,,,
6007,박상형,朴相馨,1660,진사,進士,"MTPA 225A 1B; PSTP 05-016B, 26-056A",덕윤,德潤,고령,고령 박,高靈,高靈 朴,충주,忠州,,,,,
6008,김원정,金元鼎,1660,유학,幼學,MTP NL,천경,天卿,경주,경주 김,慶州,慶州 金,충주,忠州,,,,,
6009,박인정,朴仁楨,1660,유학,幼學,MTP NL,원부,元夫,밀양,밀양 박,密陽,密陽 朴,자산,慈山,,,,,
6010,박세당,朴世堂,1660,생원,生員,MTPA 204B 2C; PSTP 26-014B; CWSR 5627,계긍,季肯,반남,반남 박,潘南,潘南 朴,경,京,서계,西溪,문정,文貞,
6011,이서우,李瑞雨,1660,생원,生員,MTPA 144A 3B; PSTP 35-010B,윤보,潤甫,우계,우계 이,羽溪,羽溪 李,경,京,송곡,松谷,,,
6012,윤심,尹深,1660,진사,進士,MTPA 256B 4D; PSTP 22-067B; CWSR 5718f; CWS 39-265上B,현통,玄通,파평,파평 윤,坡平,坡平 尹,경,京,징암,懲菴,,,
6013,우창적,禹昌績,1660,좌랑,佐郞,"MTPB 222B 3D; PSTP 41-034B, 41-087A",자무,子懋,단양,단양 우,丹陽,丹陽 禹,평산,平山,죽계,竹溪,,,
6014,이단석,李端錫,1660,통덕,通德,"MTPA 045B 4C; PSTP 06-045B, 12-038B; CWSR 5896",유초,有初,전주,전주 이,全州,全州 李,경,京,쌍호당,雙壺堂,,,
6015,윤절,尹,1660,참봉,奉,"MTPA 258A 4A; CWSR 5888, 7104",자장,子章,파평,파평 윤,坡平,坡平 尹,경,京,한송,寒松,,,
6016,유송제,柳松齊,1660,사용,司勇,MTPB 010B 3C; PSTP 28-034A,창로,蒼老,문화,문화 유,文化,文化 柳,충주,忠州,후조헌,後凋軒,,,
6017,이혜,李,1660,통덕,通德,MTPA 104A 1C; PSTP 11-015B; CWSR 7186,차산,次山,덕수,덕수 이,德水,德水 李,경,京,현포,玄圃,,,
6018,조가석,趙嘉錫,1660,통덕,通德,"MTPB 080A 1A; PSTP 23-079B, 24-061A, 33-056A; CWSR 6448",여길,汝吉,양주,양주 조,楊州,楊州 趙,경,京,태촌,苔村,,,
6019,조성보,趙聖輔,1660,진사,進士,"MTPB 068A 2B; PSTP 10-064B, 13-012A, 24-008B",사준,士俊,풍양,풍양 조,豊壤,豊壤 趙,경,京,,,,,
6020,박정,朴,1660,부사,府使,MTPA 223B 2B; CWSR 0380,경명,景明,고령,고령 박,高靈,高靈 朴,경,京,,,,,
6021,박수현,朴守玄,1660,좌랑,佐郞,MTPA 217B 1B; PSTP 27-034B,태현,太玄,밀양,밀양 박,密陽,密陽 朴,경,京,초정,草亭,,,
6022,이만영,李萬榮,1660,진사,進士,MTP NL,인로,仁老,성주,성주 이,星州,星州 李,예천,醴泉,,,,,
6023,유하익,兪夏益,1660,진사,進士,"MTPB 195B 4C; PSTP 39-006B, 44-037B; CWSR 6422, 7259; CWS 39-547上A",사겸,士謙,기계,기계 유,杞溪,杞溪 兪,경,京,,,,,
6024,최상익,崔商翼,1660,진사,進士,"MTPB 001A 1D; PSTP 39-073B; CWSR 4390, 6782, 6914",성백,成伯,경주,경주 최,慶州,慶州 崔,경,京,,,,,
6025,이규진,李奎鎭,1660,현감,縣監,MTPA 119B 4B; PSTP 14-007A; CWSR 5730,문경,文卿,여주,여주 이,驪州,驪州 李,경,京,,,,,
6026,원만리,元萬里,1660,좌랑,佐郞,MTPB 202B 4A; PSTP 37-054B; CWSR 0825; CWS 38-114下B,중거,仲擧,원주,원주 원,原州,原州 元,경,京,,,,,
